file_audio;room_type;volume_m3;t30_1000Hz;t30_2000Hz;t30_4000Hz;t30_broadband
ristorante_variants_150/ristorante_090.wav;ristorante;556.102;7.617;5.941;3.792;7.105
ristorante_variants_150/ristorante_091.wav;ristorante;469.682;5.806;5.227;4.752;5.491
ristorante_variants_150/ristorante_092.wav;ristorante;465.214;8.506;7.239;4.664;7.37
ristorante_variants_150/ristorante_093.wav;ristorante;548.818;9.694;7.832;6.077;7.55
ristorante_variants_150/ristorante_094.wav;ristorante;568.157;7.538;6.363;4.528;6.534
ristorante_variants_150/ristorante_095.wav;ristorante;495.09;8.86;4.42;2.848;6.597
ristorante_variants_150/ristorante_096.wav;ristorante;586.965;7.954;5.588;3.93;7.055
ristorante_variants_150/ristorante_097.wav;ristorante;561.316;6.449;5.042;3.629;5.369
ristorante_variants_150/ristorante_098.wav;ristorante;575.819;7.979;5.75;3.723;7.383
ristorante_variants_150/ristorante_099.wav;ristorante;533.379;8.35;6.631;4.644;8.145
ristorante_variants_150/ristorante_100.wav;ristorante;499.926;7.859;6.412;3.757;7.213
ristorante_variants_150/ristorante_101.wav;ristorante;451.379;7.304;5.232;3.534;7.254
ristorante_variants_150/ristorante_102.wav;ristorante;569.344;5.884;4.61;2.949;5.399
ristorante_variants_150/ristorante_103.wav;ristorante;469.106;7.793;5.237;3.614;7.893
ristorante_variants_150/ristorante_104.wav;ristorante;597.789;7.649;5.408;4.516;9.625
ristorante_variants_150/ristorante_105.wav;ristorante;570.012;8.45;7.432;5.273;7.824
ristorante_variants_150/ristorante_106.wav;ristorante;556.428;9.51;6.142;3.923;9.418
ristorante_variants_150/ristorante_107.wav;ristorante;649.18;8.47;6.359;4.149;8.45
ristorante_variants_150/ristorante_108.wav;ristorante;528.009;8.796;5.917;3.906;9.179
ristorante_variants_150/ristorante_109.wav;ristorante;507.351;6.199;3.507;2.771;4.338
ristorante_variants_150/ristorante_110.wav;ristorante;581.703;6.312;6.191;4.666;5.819
ristorante_variants_150/ristorante_111.wav;ristorante;598.738;3.307;3.275;2.874;3.064
ristorante_variants_150/ristorante_112.wav;ristorante;453.809;6.888;5.188;3.712;6.519
ristorante_variants_150/ristorante_113.wav;ristorante;561.52;6.873;5.43;3.796;6.209
ristorante_variants_150/ristorante_114.wav;ristorante;503.925;4.462;4.433;3.249;3.752
ristorante_variants_150/ristorante_116.wav;ristorante;514.14;6.491;5.378;3.872;6.016
ristorante_variants_150/ristorante_117.wav;ristorante;430.51;4.982;4.473;3.503;4.47
ristorante_variants_150/ristorante_118.wav;ristorante;482.236;6.024;4.87;3.471;5.208
ristorante_variants_150/ristorante_119.wav;ristorante;492.921;9.305;7.987;5.213;8.479
ristorante_variants_150/ristorante_120.wav;ristorante;577.648;7.403;5.132;3.747;5.653
ristorante_variants_150/ristorante_121.wav;ristorante;585.621;5.194;3.735;3.025;4.673
ristorante_variants_150/ristorante_122.wav;ristorante;507.483;7.974;5.973;4.259;7.665
ristorante_variants_150/ristorante_123.wav;ristorante;474.592;8.444;7.389;4.511;7.512
ristorante_variants_150/ristorante_124.wav;ristorante;529.294;5.037;3.785;2.99;3.927
ristorante_variants_150/ristorante_126.wav;ristorante;550.308;4.544;3.702;2.922;4.39
ristorante_variants_150/ristorante_127.wav;ristorante;549.597;8.862;7.337;4.809;8.881
ristorante_variants_150/ristorante_128.wav;ristorante;530.277;8.531;6.268;5.041;5.365
ristorante_variants_150/ristorante_129.wav;ristorante;451.915;8.158;5.721;3.87;9.11
ristorante_variants_150/ristorante_130.wav;ristorante;538.402;6.311;5.457;4.029;5.946
ristorante_variants_150/ristorante_131.wav;ristorante;512.309;7.664;6.328;4.328;6.877
ristorante_variants_150/ristorante_132.wav;ristorante;479.219;8.755;4.529;3.577;6.62
ristorante_variants_150/ristorante_133.wav;ristorante;496.206;6.134;3.553;2.56;3.69
ristorante_variants_150/ristorante_134.wav;ristorante;542.422;7.277;5.695;4.438;6.95
ristorante_variants_150/ristorante_135.wav;ristorante;507.962;8.444;7.198;4.985;7.497
ristorante_variants_150/ristorante_136.wav;ristorante;513.739;7.195;5.326;3.575;7.682
ristorante_variants_150/ristorante_137.wav;ristorante;525.952;7.217;6.05;4.072;6.539
ristorante_variants_150/ristorante_138.wav;ristorante;471.866;7.612;5.291;3.452;8.048
ristorante_variants_150/ristorante_139.wav;ristorante;451.601;6.493;5.056;3.989;5.891
ristorante_variants_150/ristorante_140.wav;ristorante;456.66;3.384;4.584;3.528;3.259
ristorante_variants_150/ristorante_141.wav;ristorante;451.48;6.209;4.517;3.451;4.673
ristorante_variants_150/ristorante_143.wav;ristorante;557.253;6.535;5.554;3.562;6.03
ristorante_variants_150/ristorante_144.wav;ristorante;509.251;8.489;6.16;4.108;8.186
ristorante_variants_150/ristorante_145.wav;ristorante;470.557;6.753;4.926;3.394;5.731
ristorante_variants_150/ristorante_146.wav;ristorante;600.533;7.615;6.602;4.765;6.716
ristorante_variants_150/ristorante_147.wav;ristorante;499.505;5.463;5.263;4.078;4.936
ristorante_variants_150/ristorante_148.wav;ristorante;577.593;7.733;5.733;3.374;7.771
ristorante_variants_150/ristorante_149.wav;ristorante;630.882;9.331;6.217;4.379;7.936
ristorante_variants_150/ristorante_150.wav;ristorante;563.253;7.555;5.87;4.132;7.906
studio_variants_150/studio_001.wav;studio;93.811;0.051;0.052;0.052;0.103
studio_variants_150/studio_002.wav;studio;87.941;0.055;0.051;0.052;0.14
studio_variants_150/studio_003.wav;studio;96.375;0.076;0.077;0.084;0.122
studio_variants_150/studio_004.wav;studio;73.493;0.052;0.052;0.061;0.07
studio_variants_150/studio_005.wav;studio;73.375;0.061;0.082;0.089;0.173
studio_variants_150/studio_006.wav;studio;83.48;0.08;0.08;0.081;0.109
studio_variants_150/studio_007.wav;studio;91.74;0.054;0.052;0.048;0.056
studio_variants_150/studio_008.wav;studio;91.753;0.063;0.054;0.055;0.288
studio_variants_150/studio_009.wav;studio;77.435;0.078;0.078;0.081;0.16
studio_variants_150/studio_010.wav;studio;81.63;0.056;0.057;0.059;0.176
studio_variants_150/studio_011.wav;studio;80.374;0.056;0.048;0.053;0.151
studio_variants_150/studio_012.wav;studio;103.117;0.076;0.068;0.076;0.257
studio_variants_150/studio_013.wav;studio;82.866;0.09;0.089;0.09;0.091
studio_variants_150/studio_014.wav;studio;88.573;0.081;0.053;0.064;0.345
studio_variants_150/studio_015.wav;studio;69.433;0.048;0.049;0.042;0.049
studio_variants_150/studio_016.wav;studio;82.717;0.057;0.041;0.042;0.131
studio_variants_150/studio_017.wav;studio;77.172;0.05;0.05;0.053;0.078
studio_variants_150/studio_018.wav;studio;81.016;0.083;0.101;0.077;0.184
studio_variants_150/studio_019.wav;studio;72.978;0.055;0.05;0.066;0.151
studio_variants_150/studio_020.wav;studio;87.112;0.105;0.079;0.084;0.107
studio_variants_150/studio_021.wav;studio;97.994;0.096;0.091;0.095;0.152
studio_variants_150/studio_022.wav;studio;82.315;0.089;0.092;0.092;0.096
studio_variants_150/studio_023.wav;studio;80.3;0.053;0.05;0.051;0.063
studio_variants_150/studio_024.wav;studio;80.333;0.076;0.075;0.075;0.077
studio_variants_150/studio_025.wav;studio;78.089;0.052;0.048;0.049;0.16
studio_variants_150/studio_026.wav;studio;83.273;0.049;0.047;0.047;0.054
studio_variants_150/studio_027.wav;studio;96.066;0.057;0.056;0.058;0.087
studio_variants_150/studio_028.wav;studio;92.902;0.084;0.085;0.085;0.145
studio_variants_150/studio_029.wav;studio;74.77;0.051;0.052;0.053;0.078
studio_variants_150/studio_030.wav;studio;79.913;0.05;0.051;0.05;0.101
studio_variants_150/studio_031.wav;studio;65.139;0.077;0.079;0.079;0.104
studio_variants_150/studio_032.wav;studio;76.365;0.049;0.047;0.05;0.1
studio_variants_150/studio_033.wav;studio;82.937;0.076;0.101;0.103;0.134
studio_variants_150/studio_034.wav;studio;96.713;0.057;0.056;0.065;0.122
studio_variants_150/studio_035.wav;studio;80.421;0.055;0.054;0.057;0.091
studio_variants_150/studio_036.wav;studio;81.94;0.055;0.053;0.055;0.144
studio_variants_150/studio_037.wav;studio;98.197;0.085;0.085;0.086;0.204
studio_variants_150/studio_038.wav;studio;85.145;0.079;0.061;0.062;0.279
studio_variants_150/studio_039.wav;studio;95.822;0.055;0.054;0.054;0.065
studio_variants_150/studio_040.wav;studio;80.618;0.054;0.054;0.053;0.062
studio_variants_150/studio_041.wav;studio;78.017;0.054;0.05;0.051;0.14
studio_variants_150/studio_042.wav;studio;91.006;0.055;0.056;0.058;0.101
studio_variants_150/studio_043.wav;studio;86.733;0.086;0.086;0.086;0.208
studio_variants_150/studio_044.wav;studio;90.644;0.051;0.048;0.051;0.102
studio_variants_150/studio_045.wav;studio;85.268;0.079;0.087;0.106;0.134
studio_variants_150/studio_046.wav;studio;92.328;0.105;0.091;0.086;0.159
studio_variants_150/studio_047.wav;studio;66.919;0.047;0.05;0.05;0.081
studio_variants_150/studio_048.wav;studio;82.865;0.085;0.084;0.085;0.141
studio_variants_150/studio_049.wav;studio;84.637;0.087;0.089;0.089;0.107
studio_variants_150/studio_050.wav;studio;76.89;0.055;0.058;0.065;0.072
studio_variants_150/studio_051.wav;studio;85.617;0.091;0.09;0.091;0.121
studio_variants_150/studio_052.wav;studio;81.201;0.054;0.053;0.05;0.127
studio_variants_150/studio_053.wav;studio;76.878;0.053;0.053;0.054;0.083
studio_variants_150/studio_054.wav;studio;86.479;0.054;0.054;0.056;0.065
studio_variants_150/studio_055.wav;studio;80.196;0.079;0.077;0.079;0.184
studio_variants_150/studio_056.wav;studio;85.744;0.062;0.066;0.081;0.095
studio_variants_150/studio_057.wav;studio;86.146;0.057;0.047;0.046;0.154
studio_variants_150/studio_058.wav;studio;72.637;0.053;0.053;0.054;0.131
studio_variants_150/studio_059.wav;studio;73.706;0.083;0.084;0.086;0.114
studio_variants_150/studio_060.wav;studio;88.02;0.079;0.08;0.088;0.114
studio_variants_150/studio_061.wav;studio;99.703;0.084;0.084;0.083;0.101
studio_variants_150/studio_062.wav;studio;76.498;0.056;0.053;0.055;0.148
studio_variants_150/studio_063.wav;studio;78.228;0.082;0.081;0.088;0.14
studio_variants_150/studio_064.wav;studio;75.122;0.053;0.05;0.061;0.08
studio_variants_150/studio_065.wav;studio;99.102;0.084;0.085;0.083;0.085
studio_variants_150/studio_066.wav;studio;78.126;0.052;0.049;0.049;0.063
studio_variants_150/studio_067.wav;studio;75.252;0.104;0.081;0.079;0.191
studio_variants_150/studio_068.wav;studio;101.172;0.097;0.091;0.091;0.429
studio_variants_150/studio_069.wav;studio;96.343;0.091;0.09;0.09;0.221
studio_variants_150/studio_070.wav;studio;91.421;0.073;0.09;0.093;0.166
studio_variants_150/studio_071.wav;studio;87.968;0.088;0.087;0.087;0.332
studio_variants_150/studio_072.wav;studio;100.224;0.059;0.057;0.067;0.086
studio_variants_150/studio_073.wav;studio;77.08;0.082;0.099;0.084;0.1
studio_variants_150/studio_074.wav;studio;80.332;0.084;0.084;0.084;0.113
studio_variants_150/studio_075.wav;studio;94.244;0.065;0.065;0.059;0.059
studio_variants_150/studio_076.wav;studio;89.083;0.057;0.057;0.06;0.142
studio_variants_150/studio_077.wav;studio;82.288;0.052;0.052;0.06;0.074
studio_variants_150/studio_078.wav;studio;88.333;0.057;0.057;0.043;0.078
studio_variants_150/studio_079.wav;studio;80.449;0.198;0.091;0.12;0.362
studio_variants_150/studio_080.wav;studio;99.915;0.054;0.055;0.047;0.068
studio_variants_150/studio_081.wav;studio;75.384;0.053;0.052;0.054;0.165
studio_variants_150/studio_082.wav;studio;73.838;0.051;0.05;0.051;0.233
studio_variants_150/studio_083.wav;studio;72.779;0.055;0.052;0.052;0.199
studio_variants_150/studio_084.wav;studio;93.46;0.056;0.056;0.057;0.081
studio_variants_150/studio_085.wav;studio;80.31;0.089;0.091;0.09;0.09
studio_variants_150/studio_086.wav;studio;64.447;0.077;0.078;0.078;0.077
studio_variants_150/studio_087.wav;studio;83.068;0.06;0.059;0.069;0.095
studio_variants_150/studio_088.wav;studio;91.222;0.058;0.058;0.061;0.146
studio_variants_150/studio_089.wav;studio;67.24;0.075;0.075;0.075;0.128
studio_variants_150/studio_090.wav;studio;88.789;0.089;0.091;0.12;0.122
studio_variants_150/studio_091.wav;studio;75.177;0.059;0.051;0.056;0.077
studio_variants_150/studio_092.wav;studio;74.304;0.057;0.056;0.068;0.091
studio_variants_150/studio_093.wav;studio;87.623;0.085;0.079;0.086;0.112
studio_variants_150/studio_094.wav;studio;90.97;0.108;0.089;0.081;0.302
studio_variants_150/studio_095.wav;studio;79.057;0.054;0.057;0.062;0.063
studio_variants_150/studio_096.wav;studio;93.824;0.057;0.055;0.056;0.064
studio_variants_150/studio_097.wav;studio;89.586;0.089;0.091;0.121;0.145
studio_variants_150/studio_098.wav;studio;92.222;0.056;0.042;0.042;0.056
studio_variants_150/studio_099.wav;studio;85.224;0.054;0.052;0.052;0.135
studio_variants_150/studio_100.wav;studio;80.101;0.057;0.051;0.062;0.154
studio_variants_150/studio_101.wav;studio;72.342;0.062;0.051;0.05;0.319
studio_variants_150/studio_102.wav;studio;91.037;0.083;0.082;0.087;0.1
studio_variants_150/studio_103.wav;studio;74.886;0.052;0.054;0.054;0.056
studio_variants_150/studio_104.wav;studio;95.558;0.055;0.056;0.056;0.07
studio_variants_150/studio_105.wav;studio;91.109;0.058;0.05;0.061;0.118
studio_variants_150/studio_106.wav;studio;88.935;0.055;0.056;0.056;0.066
studio_variants_150/studio_107.wav;studio;104.182;0.058;0.057;0.057;0.243
studio_variants_150/studio_108.wav;studio;84.391;0.058;0.044;0.042;0.103
studio_variants_150/studio_109.wav;studio;81.072;0.089;0.09;0.095;0.187
studio_variants_150/studio_110.wav;studio;92.939;0.086;0.086;0.086;0.327
studio_variants_150/studio_111.wav;studio;95.571;0.086;0.089;0.117;0.137
studio_variants_150/studio_112.wav;studio;72.765;0.053;0.048;0.048;0.078
studio_variants_150/studio_113.wav;studio;89.877;0.081;0.081;0.083;0.125
studio_variants_150/studio_114.wav;studio;80.737;0.078;0.069;0.074;0.247
studio_variants_150/studio_115.wav;studio;93.32;0.054;0.053;0.063;0.112
studio_variants_150/studio_116.wav;studio;82.256;0.08;0.079;0.079;0.23
studio_variants_150/studio_117.wav;studio;68.85;0.052;0.044;0.052;0.086
studio_variants_150/studio_118.wav;studio;77.211;0.051;0.05;0.051;0.054
studio_variants_150/studio_119.wav;studio;79.089;0.085;0.086;0.086;0.09
studio_variants_150/studio_120.wav;studio;92.058;0.056;0.052;0.052;0.244
studio_variants_150/studio_121.wav;studio;93.58;0.064;0.065;0.08;0.103
studio_variants_150/studio_122.wav;studio;81.225;0.077;0.078;0.079;0.124
studio_variants_150/studio_123.wav;studio;75.671;0.065;0.059;0.064;0.152
studio_variants_150/studio_124.wav;studio;84.91;0.062;0.06;0.059;0.065
studio_variants_150/studio_125.wav;studio;78.672;0.056;0.056;0.06;0.127
studio_variants_150/studio_126.wav;studio;87.87;0.088;0.089;0.091;0.321
studio_variants_150/studio_127.wav;studio;88.035;0.078;0.079;0.087;0.167
studio_variants_150/studio_128.wav;studio;84.885;0.11;0.092;0.086;0.198
studio_variants_150/studio_129.wav;studio;72.384;0.053;0.049;0.04;0.265
studio_variants_150/studio_130.wav;studio;85.811;0.059;0.066;0.072;0.186
studio_variants_150/studio_131.wav;studio;81.818;0.056;0.056;0.059;0.087
studio_variants_150/studio_132.wav;studio;76.826;0.086;0.087;0.117;0.119
studio_variants_150/studio_133.wav;studio;79.316;0.067;0.07;0.072;0.081
studio_variants_150/studio_134.wav;studio;86.875;0.056;0.051;0.051;0.141
studio_variants_150/studio_135.wav;studio;81.539;0.066;0.055;0.068;0.122
studio_variants_150/studio_136.wav;studio;82.372;0.08;0.079;0.079;0.234
studio_variants_150/studio_137.wav;studio;84.061;0.057;0.058;0.058;0.087
studio_variants_150/studio_138.wav;studio;75.584;0.054;0.049;0.049;0.081
studio_variants_150/studio_139.wav;studio;72.311;0.053;0.044;0.05;0.06
studio_variants_150/studio_140.wav;studio;73.324;0.081;0.096;0.104;0.127
studio_variants_150/studio_141.wav;studio;72.104;0.052;0.052;0.06;0.081
studio_variants_150/studio_142.wav;studio;89.449;0.057;0.046;0.043;0.067
studio_variants_150/studio_143.wav;studio;89.161;0.074;0.062;0.071;0.114
studio_variants_150/studio_144.wav;studio;81.536;0.052;0.053;0.062;0.109
studio_variants_150/studio_145.wav;studio;75.137;0.076;0.077;0.084;0.104
studio_variants_150/studio_146.wav;studio;95.951;0.076;0.056;0.056;0.094
studio_variants_150/studio_147.wav;studio;80.176;0.065;0.062;0.061;0.137
studio_variants_150/studio_148.wav;studio;92.173;0.054;0.051;0.053;0.079
studio_variants_150/studio_149.wav;studio;101.099;0.061;0.058;0.061;0.069
studio_variants_150/studio_150.wav;studio;90.092;0.052;0.052;0.043;0.077
teatro_variants_150/teatro_001.wav;teatro;2.679.856;0.569;0.483;0.477;0.943
teatro_variants_150/teatro_002.wav;teatro;2.510.933;0.537;0.469;0.468;1.194
teatro_variants_150/teatro_003.wav;teatro;2.758.151;1.398;1.257;1.186;1.038
teatro_variants_150/teatro_004.wav;teatro;2.103.942;0.457;0.43;0.39;0.431
teatro_variants_150/teatro_005.wav;teatro;2.090.367;0.44;0.396;0.27;0.881
teatro_variants_150/teatro_006.wav;teatro;2.382.913;0.609;0.283;0.292;1.565
teatro_variants_150/teatro_007.wav;teatro;2.615.225;0.543;0.35;0.356;1.172
teatro_variants_150/teatro_008.wav;teatro;2.623.781;0.447;0.301;0.25;0.937
teatro_variants_150/teatro_009.wav;teatro;2216.32;0.347;0.224;0.148;0.992
teatro_variants_150/teatro_010.wav;teatro;2.337.379;0.379;0.282;0.221;0.442
teatro_variants_150/teatro_011.wav;teatro;2.294.928;0.427;0.347;0.258;0.708
teatro_variants_150/teatro_012.wav;teatro;2.950.484;0.759;0.471;0.308;1.455
teatro_variants_150/teatro_013.wav;teatro;2.363.948;0.287;0.2;0.216;0.487
teatro_variants_150/teatro_014.wav;teatro;2.533.997;0.497;0.325;0.251;1.723
teatro_variants_150/teatro_015.wav;teatro;1983.47;0.529;0.44;0.435;0.914
teatro_variants_150/teatro_016.wav;teatro;2.361.624;0.505;0.277;0.265;1.471
teatro_variants_150/teatro_017.wav;teatro;2.198.621;0.403;0.285;0.262;0.855
teatro_variants_150/teatro_018.wav;teatro;2.315.441;0.339;0.29;0.223;0.698
teatro_variants_150/teatro_019.wav;teatro;2.083.185;1.776;1.348;1.262;1.119
teatro_variants_150/teatro_020.wav;teatro;2.490.429;0.365;0.283;0.273;1.09
teatro_variants_150/teatro_021.wav;teatro;2.801.192;0.363;0.296;0.264;0.564
teatro_variants_150/teatro_022.wav;teatro;2.358.255;0.494;0.458;0.474;1.289
teatro_variants_150/teatro_023.wav;teatro;2.288.419;0.437;0.267;0.244;0.72
teatro_variants_150/teatro_024.wav;teatro;2.300.854;0.423;0.302;0.288;0.816
teatro_variants_150/teatro_025.wav;teatro;2.229.652;0.412;0.251;0.202;1.242
teatro_variants_150/teatro_026.wav;teatro;2.382.254;0.933;0.472;0.327;1.334
teatro_variants_150/teatro_027.wav;teatro;2.748.508;0.519;0.296;0.296;1.154
teatro_variants_150/teatro_028.wav;teatro;2.647.768;0.323;0.269;0.292;0.8
teatro_variants_150/teatro_029.wav;teatro;2.139.355;0.523;0.484;0.489;0.812
teatro_variants_150/teatro_030.wav;teatro;2.283.677;0.489;0.32;0.239;1.787
teatro_variants_150/teatro_031.wav;teatro;1862.19;0.343;0.309;0.263;0.396
teatro_variants_150/teatro_032.wav;teatro;2.184.698;0.414;0.296;0.218;0.944
teatro_variants_150/teatro_033.wav;teatro;2.367.766;0.67;0.523;0.447;1.183
teatro_variants_150/teatro_034.wav;teatro;2.765.003;0.408;0.277;0.285;0.786
teatro_variants_150/teatro_035.wav;teatro;2.298.971;0.709;0.279;0.262;1.276
teatro_variants_150/teatro_036.wav;teatro;2.346.397;1.202;1.14;0.938;0.934
teatro_variants_150/teatro_037.wav;teatro;2.807.553;0.374;0.274;0.18;0.569
teatro_variants_150/teatro_038.wav;teatro;2.437.771;0.399;0.307;0.261;0.847
teatro_variants_150/teatro_039.wav;teatro;2.737.259;0.551;0.355;0.271;0.951
teatro_variants_150/teatro_040.wav;teatro;2.305.277;0.426;0.338;0.328;0.617
teatro_variants_150/teatro_041.wav;teatro;2224.68;1.495;0.3;0.3;1.663
teatro_variants_150/teatro_042.wav;teatro;2.601.114;1.122;0.31;0.252;2.07
teatro_variants_150/teatro_043.wav;teatro;2475.92;0.461;0.287;0.258;0.775
teatro_variants_150/teatro_044.wav;teatro;2.586.387;0.513;0.306;0.298;1.131
teatro_variants_150/teatro_045.wav;teatro;2.430.601;0.485;0.483;0.318;0.518
teatro_variants_150/teatro_046.wav;teatro;2.637.254;0.56;0.47;0.305;0.715
teatro_variants_150/teatro_047.wav;teatro;1.914.461;0.614;0.449;0.414;0.874
teatro_variants_150/teatro_048.wav;teatro;2.365.727;0.475;0.465;0.4;0.701
teatro_variants_150/teatro_049.wav;teatro;2.416.476;0.389;0.281;0.303;0.994
teatro_variants_150/teatro_050.wav;teatro;2.195.428;0.433;0.395;0.268;0.495
teatro_variants_150/teatro_051.wav;teatro;2.447.335;0.457;0.291;0.281;1.165
teatro_variants_150/teatro_052.wav;teatro;2.323.889;0.511;0.279;0.279;1.383
teatro_variants_150/teatro_053.wav;teatro;2193.35;0.413;0.246;0.26;0.632
teatro_variants_150/teatro_054.wav;teatro;2.474.139;0.607;0.339;0.277;2.105
teatro_variants_150/teatro_055.wav;teatro;2.291.318;0.299;0.205;0.194;0.959
teatro_variants_150/teatro_056.wav;teatro;2.449.816;0.659;0.279;0.218;1.187
teatro_variants_150/teatro_057.wav;teatro;2.458.394;0.474;0.233;0.246;1.162
teatro_variants_150/teatro_058.wav;teatro;2.073.755;0.32;0.216;0.215;1.229
teatro_variants_150/teatro_059.wav;teatro;2.104.177;1.119;1.029;0.909;0.844
teatro_variants_150/teatro_060.wav;teatro;2511.97;0.345;0.293;0.285;0.471
teatro_variants_150/teatro_061.wav;teatro;2.844.958;0.421;0.335;0.302;0.748
teatro_variants_150/teatro_062.wav;teatro;2.189.766;0.659;0.482;0.486;0.995
teatro_variants_150/teatro_063.wav;teatro;2.234.499;0.559;0.42;0.336;0.751
teatro_variants_150/teatro_064.wav;teatro;2.145.233;0.468;0.394;0.265;0.658
teatro_variants_150/teatro_065.wav;teatro;2.826.738;0.373;0.296;0.257;0.528
teatro_variants_150/teatro_066.wav;teatro;2.228.312;0.542;0.518;0.466;0.606
teatro_variants_150/teatro_067.wav;teatro;2.149.638;0.464;0.375;0.317;0.448
teatro_variants_150/teatro_068.wav;teatro;2.891.786;0.575;0.363;0.314;1.002
teatro_variants_150/teatro_069.wav;teatro;2.757.033;0.367;0.322;0.269;0.493
teatro_variants_150/teatro_070.wav;teatro;2608.62;0.508;0.365;0.29;0.516
teatro_variants_150/teatro_071.wav;teatro;2.515.946;0.474;0.369;0.351;0.72
teatro_variants_150/teatro_072.wav;teatro;2.860.738;0.525;0.352;0.269;1.049
teatro_variants_150/teatro_073.wav;teatro;2.206.559;0.522;0.528;0.192;1.56
teatro_variants_150/teatro_074.wav;teatro;2.298.563;0.666;0.477;0.47;0.644
teatro_variants_150/teatro_075.wav;teatro;2.686.763;0.463;0.37;0.318;1.268
teatro_variants_150/teatro_076.wav;teatro;2544.1;0.405;0.364;0.277;0.701
teatro_variants_150/teatro_077.wav;teatro;2.348.772;1.116;0.29;0.212;1.248
teatro_variants_150/teatro_078.wav;teatro;2.521.574;0.442;0.275;0.199;0.742
teatro_variants_150/teatro_079.wav;teatro;2.296.181;0.44;0.301;0.275;0.457
teatro_variants_150/teatro_080.wav;teatro;2.850.837;0.49;0.28;0.301;1.104
teatro_variants_150/teatro_081.wav;teatro;2.154.332;0.539;0.411;0.306;0.962
teatro_variants_150/teatro_082.wav;teatro;2.108.771;0.37;0.286;0.236;0.674
teatro_variants_150/teatro_083.wav;teatro;2.079.396;0.647;0.496;0.488;1.265
teatro_variants_150/teatro_084.wav;teatro;2.672.073;0.377;0.352;0.27;0.693
teatro_variants_150/teatro_085.wav;teatro;2.291.182;0.391;0.363;0.27;0.596
teatro_variants_150/teatro_086.wav;teatro;1.838.907;0.524;0.231;0.248;1.72
teatro_variants_150/teatro_087.wav;teatro;2.370.196;0.415;0.375;0.236;1.251
teatro_variants_150/teatro_088.wav;teatro;2.612.092;0.507;0.286;0.213;1.234
teatro_variants_150/teatro_089.wav;teatro;1.918.184;0.427;0.312;0.301;1.317
teatro_variants_150/teatro_090.wav;teatro;2.539.507;0.466;0.36;0.297;0.5
teatro_variants_150/teatro_091.wav;teatro;2.146.263;0.593;0.445;0.452;0.776
teatro_variants_150/teatro_092.wav;teatro;2.123.715;0.518;0.414;0.304;1.096
teatro_variants_150/teatro_093.wav;teatro;2.507.906;0.358;0.262;0.298;0.795
teatro_variants_150/teatro_094.wav;teatro;2.595.968;0.335;0.321;0.246;0.48
teatro_variants_150/teatro_095.wav;teatro;2.265.249;2.542;1.081;0.755;3.497
teatro_variants_150/teatro_096.wav;teatro;2.687.319;0.311;0.201;0.222;0.513
teatro_variants_150/teatro_097.wav;teatro;2.561.887;0.44;0.362;0.283;0.673
teatro_variants_150/teatro_098.wav;teatro;2.633.639;0.786;0.734;0.258;1.906
teatro_variants_150/teatro_099.wav;teatro;2.432.684;0.416;0.331;0.315;0.828
teatro_variants_150/teatro_100.wav;teatro;2285.27;0.563;0.358;0.252;0.664
teatro_variants_150/teatro_101.wav;teatro;2.062.816;0.515;0.415;0.3;0.733
teatro_variants_150/teatro_102.wav;teatro;2.604.529;1.064;1.051;1.048;1.008
teatro_variants_150/teatro_103.wav;teatro;2.144.521;0.447;0.279;0.197;1.172
teatro_variants_150/teatro_104.wav;teatro;2.736.091;0.359;0.335;0.283;0.576
teatro_variants_150/teatro_105.wav;teatro;2.603.949;0.566;0.309;0.252;1.261
teatro_variants_150/teatro_106.wav;teatro;2.539.387;0.375;0.291;0.228;0.655
teatro_variants_150/teatro_107.wav;teatro;2.967.855;0.518;0.296;0.285;1.578
teatro_variants_150/teatro_108.wav;teatro;2412.2;0.585;0.289;0.231;1.138
teatro_variants_150/teatro_109.wav;teatro;2.315.313;0.411;0.272;0.245;0.407
teatro_variants_150/teatro_110.wav;teatro;2.658.197;0.535;0.463;0.297;0.527
teatro_variants_150/teatro_111.wav;teatro;2.733.417;0.519;0.51;0.371;0.534
teatro_variants_150/teatro_112.wav;teatro;2075.7;0.463;0.26;0.222;1.377
teatro_variants_150/teatro_113.wav;teatro;2.568.794;0.483;0.47;0.317;0.462
teatro_variants_150/teatro_114.wav;teatro;2.306.269;0.474;0.322;0.314;0.616
teatro_variants_150/teatro_115.wav;teatro;2.665.963;1.314;0.27;0.227;1.589
teatro_variants_150/teatro_116.wav;teatro;2.348.506;0.487;0.318;0.349;1.035
teatro_variants_150/teatro_117.wav;teatro;1.968.724;0.504;0.333;0.245;1.064
teatro_variants_150/teatro_118.wav;teatro;2.204.074;1.603;1.283;0.24;1.582
teatro_variants_150/teatro_119.wav;teatro;2.255.388;0.302;0.254;0.253;0.561
teatro_variants_150/teatro_120.wav;teatro;2.637.189;0.74;0.292;0.307;2.341
teatro_variants_150/teatro_121.wav;teatro;2.675.482;0.493;0.401;0.288;0.493
teatro_variants_150/teatro_122.wav;teatro;2.320.717;0.345;0.239;0.163;0.711
teatro_variants_150/teatro_123.wav;teatro;2.164.154;0.489;0.447;0.313;0.507
teatro_variants_150/teatro_124.wav;teatro;2.423.777;0.567;0.368;0.273;1.807
teatro_variants_150/teatro_125.wav;teatro;2.246.184;0.46;0.27;0.229;1.202
